"","klasifikasi","x"
"21","Netral","mas dapat sinovac kmren murid vaksin dapat pei mdern kipi nya"
"948","Netral","asline powerrangger abang kacek e saiki rodok mlesek mergo bar vaksin sinovac"
"298","Netral","vaksin sinovac kyknya orang beda efek tante vaksin astrazeneca malemnya meriang"
"606","Positif","sinovac ngefek banget gamau vaksin tuntut vaksin mobilitas tidak vaks"
"1121","Netral","tf informasi vaksin sinovac besok ktp non tegal gais kalaudinkes"
"1216","Positif","bgr vaksinasi grastis warga bogor daftar online langsung dosis khu"
"850","Positif","emak al mama vaksin emak sintas covid blon vaksin daftarin jaki car"
"617","Netral","jika"
"1083","Negatif","nyari vaksin astrazeneca zeneca susah banget nemu moderna sinovac"
"508","Negatif","vaksin sinovac pas nunggu kau eh pingsan malu banget bangun bangun kerubungin orang"
"290","Negatif","kmarin takut efek vaksin sinovac gamau vaksin skrang pakai sinovac dikatain mau ap"
"636","Positif","vaksin sinovac sih gejala ngantuk doang laperan"
"332","Negatif","yup prancis belum aku vaksin sinovac"
"941","Netral","asline dekar cuman bar vaksin sinovac dadi jurus reset kabeh"
"1430","Netral","beneran apes deh kyknya vaksin sekolah dapet sinovac"
"1234","Negatif","sinovac udah langsung belum seifikat vaksin nya"
"1409","Negatif","vaksin dapet moderna sinovac yah iya takut mati sih h tidak banget"
"861","Netral","udah vaksin sinovac kena kopid kak"
"1136","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"1196","Negatif","wow lepas gomen approved sinovac budak orang booking beli vaksin anak"
"928","Netral","informasi vaksin sinovac bekas timur"
"694","Netral","dapet kuota vaksin sinovac pfizer astrazeneca johnson johnson pemerintah me"
"1135","Negatif","orang tua vaksin kena covid mele"
"1029","Negatif","informasi vaksin covid bogor sinovac dosis puskesmas purwasari kuota"
"887","Netral","sekedar butuh seifikat pakai sinovac tidak percaya vaksin ribet"
"932","Positif","laksana gerai vaksinasi presisi tahap vaksin sinovac laksana polsek rambutan camat rambutan kota"
"1176","Negatif","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac pasca sun"
"1437","Netral","vaksin sinovac tgn kiri pegal doang"
"1000","Netral","wes dasare mageran tambah vaksin sinovac"
"1476","Netral","catat jadwal suntik vaksin sinovac pfizer dosis stadion pakansari bogor"
"314","Netral","wal bevaksin kali vaksin ama tu sinovac dasar astrazeneca kah s"
"457","Netral","asli p"
"176","Positif","serbu vaksin sinovac dosis desa sumberejo mranggen tembus target vaksin"
"1057","Positif","vaksin sinovac vaksin moderna kalaua"
"1316","Netral","panjang sd islamic center"
"583","Netral","ayo massal jenis vaksin sinovac"
"986","Netral","vaksin sinovac"
"1014","Positif","apel aman giat vaksinasi massal gerai vaksin presisi polres brebes dosis dosis va"
"647","Positif","periode tambah vaksin moderna lengkap vaksin sinovac astrazeneca"
"684","Positif","just informasi teman vaksin atur mana i vaksin nya jangan"
"747","Netral","bah udah dapet booster moderna st nd nya pakai sinovac dianggep udah vaksin belum"
"186","Negatif","enam jenis vaksin masuk indonesia sinovac efikasi a"
"1131","Negatif","upaya pemerintah tanggulang pandemi covid distribusi vaksin sinovac titik"
"968","Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilita"
"180","Positif","informasi vaksinasi covid reposted from usia jenis vaksin astrazeneca usia th jenis v"
"57","Positif","besok vaksin sinovac dosis ktp bebas syarat dosis sin"
"1038","Netral","tidak cuman apa jenis vaksin nya kek nya gejala efek nya nya"
"1034","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih nusantara"
"1028","Positif","tidak salah bpom banget belum tuju guna vaksin sinov"
"1448","Netral","bismillah vaksin sinovac"
"1033","Netral","akuu vaksin pfizerbiontech kalautidak pakai sinovac gapapa banget inti j"
"118","Negatif","vaksin sinovac sinopharm tugas sinopharm udah bawa puskesmas sinovac"
"277","Positif","kabupaten pasuruan sasar serbu vaksinasi tni dosis vaksin sinovac"
"32","Positif","kabar vaksin sinovac vaksin sinovac dosis bukti hasil antibodi menetralisir varian"
"336","Positif","vaksin udah h ngantuk mulu pegal badan efek gin"
"7","Netral","gor dosis kuota dosis juanda terminal"
"910","Netral","sinovac vaksin"
"1036","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin indonesia ruji keamanann"
"1477","Positif","pmi kabupaten klaten gelar vaksin covid jenis vaksin sinovac gratis laksana balai de"
"483","Netral","vaksin sinovac berai kudu nyari informasi vaksin tiga"
"1077","Positif","waah mantaabb nit alhamdulillah udah vaksin ama sept sinovac dapet pfizer terminal"
"790","Netral","kak nis dapet vaksin sinovac"
"841","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen"
"563","Positif","giat vaksinasi tahap vaksin jenis pfizer puskesmas kedungwaringin bripka rifai lantas himbau warga"
"896","Positif","vaksin sinopharm sinovac teh tidak lihat google beda inget pas vaksin nakes bilang sinovac"
"627","Netral","suntik bu dokter"
"1244","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"973","Negatif","iki asline power ranger pinkgra vaksin sinovac kuat q ilang"
"656","Netral","butuh vaksin kota padang moderna sinovac pfizer tinggal daftar"
"75","Positif","pakai sinovac efek pegal suntik ngantuk langsung ngefek gel vaksin selang hari"
"344","Negatif","lisa pke vaksin sinovac kayak tidak bsa terbang neger"
"1231","Netral","kali doo nk t cgu mksud lancau curious pon vaksin sinovac senng skit nk score nnti"
"766","Positif","efektif sinovac guru guru vaksin booster"
"872","Negatif","kaaak wkwk vaksin nya sinovac nakespro ditambahin kaaak wkwk"
"1322","Netral","lur toloong informasi vaksin sinovac teman makasiih"
"1228","Positif","menteri kesihatan malaysia kkm bersetuju kelulus syarat guna vaksin coronavac k"
"88","Netral","nyata akhbar menteri kesihatan malaysia kuasa kawal dadah pbkd bermesyuarat"
"890","Positif","vaksin sinovac tidak efek konsul dokter kalaulg tidak kambuh kondisi sehat tidak vaksin"
"28","Positif","sumber langsung biar baca"
"392","Positif","beempat panti sosial asuh anak psaa putra utama warga bina panti sosial bina remaja psbr terminal"
"151","Negatif","hasil gambar kandung vaksin sinovac udah zoom virus bentuk gurita mati"
"1112","Positif","menteri sehat malaysia menyetujui guna syarat vaksin covid buat sinovac china anak"
"907","Netral","riwayat asma puskesmas ditanyain terkahir kambuh vaksin"
"862","Netral","vaksin covid sinovac buat tiongkok remaja usia lengkap"
"1374","Positif","sasar vaksin dosis hari bhabinkamtibmas desa jatireja paping baping a relawan mela"
"706","Netral","vaksin nya jenis sinovac"
"394","Negatif","asma udah vaksin sinovac kali badan nyeri demam"
"1209","Negatif","update vaksin covid bogor sinovac dosis puskesmas nanggung anak usia"
"1082","Positif","sumpah vaksin sd sakit vaksin sd vaksin demam pas vaksin"
"1361","Netral","bhabinkamtibmas kalurahan ngawu bripka prima back up kanit provost aiptu parjiman sambang monitoring aksa"
"1143","Netral","uda vaksin sinovac kali booster pakai moderna"
"23","Negatif","tidak vaksin sinovac efek nya ngantuk parah laper"
"1451","Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus"
"1401","Positif","kapolres brebes akbp faisal febrianto damping pju polres brebes tinjau gerai vaksinasi presisi do"
"697","Negatif","informasi vaksin dosis sinovac malang kota terimakasih"
"251","Negatif","sumpah anjing pakai sinovac kesel lu untung vaksin orang jangan pilih pilih vak"
"107","Positif","anti banget vaksin ujungujungnya suruh milih sinovac astrazeneca moderna pilih jat"
"781","Netral","sobat polri vaksin covid menteng adakan lurah menteng dosis vaksin sinovac astrazeneca zenecca"
"692","Negatif","alhamdulillah busui udah lengkap dosis vaksin sinovac gin nda keran"
"179","Positif","tidak pilih vaksin gaes dapet sinovac benar bantu kena cov yug"
"214","Netral","vaksin astrazeneca sinovac"
"1383","Positif","yoben vaksin ee sinovac seivikat"
"308","Netral","gratis dosis vaksin covid sinovac bandung"
"914","Netral","mohon tunggu balas whatsapp panitia kait kak in"
"1183","Netral","vaksin pfizer sinovac bagus"
"1071","Netral","eh zahwa no minor kaya bukan sinovac vaksin sekolah"
"898","Positif","selamat maaf seifikat vaksin dosis tidak app peduli lin"
"1384","Positif","ayo hadir gerai vaksin tnipolri dilakskan"
"254","Positif","buka sempat vaksin dosis sinovac khusus warga ktp sukoharjo vaksin warga"
"199","Positif","sentra vaksin binplaz puskesmas betung layan dosis jenis vaksin sinovac"
"534","Negatif","bahan utama vaksin sinovac dna babi serum bayi belum lahir hidup sedot bay"
"1058","Netral","sinovac suruh vaksin dokter nya"
"1378","Netral","emang vaksin beda beda ngasihnya sinovac iya efek pegal tang nyut nyut"
"820","Positif","tahu ane vaksin expirednya cepat pakai metode pfizer"
"311","Negatif","soal serius campur dosis vaksin nampak kat tiktok sbb orang tu dosis sinovac tanah arab"
"927","Negatif","temenn asma vaksin sinovac"
"389","Negatif","nama vaksin kek sinovac astrazeneca"
"925","Netral","produk sinovac jenis vaksin covid lulus raja malaysia guna tidak"
"687","Positif","harih vaksin teman palangka raya kirim foto terima vaksinasi"
"908","Negatif","nenek darah umur udah alhamdulilah after vaksin gapapa ko nder pakai vaksin sinovac"
"732","Positif","suasana vaksinasi selenggara ika universitas airlangga selenggara vaksina"
"1120","Netral","ltinfo vaksin dinkes kota tegalgt sinopharm moderna dosis sinovac dosis"
"347","Netral","butuh vaksin dosis astrazeneca sinovac langsung"
"683","Positif","alhamdulillah vaksin sinovac harap moga vaksin"
"1302","Positif","ajar smp kabupaten pasuruan terima suntik vaksin sinovac"
"897","Netral","sinovac ngomong ngomong kalauabis vaksin antigen hasil reaktif tidak sih"
"1341","Netral","program tni al wakil komando lintas laut militer kolinlamil sedia vaksin sinovac"
"439","Negatif","butuh tolong kat area pj available vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid"
"113","Netral","hello nd dose adik ubah bacc kakak ampang ada bacc khas vaksin"
"1377","Netral","them boys still debating whether get asta sinovac pfizer kecuali medis tidak rekomendasi"
"114","Positif","mukomuko terima tambah dosis vaksin sinovac news bengkulu"
"651","Positif","eh iya vaksin astrazeneca sakit untung sinovac tidak napa"
"192","Netral","gantung vaksin e ndra dapet sinovac dapet booster dosis pakai mod"
"1219","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber"
"231","Negatif","sinovac pemerintah datang vaksin covid pfizer astrazeneca jalur komersial"
"794","Netral","coba kaika husada kak doi vaksin vaksin sinovac pfizer wa"
"707","Netral","samaa hr vaksin sinovac"
"1087","Positif","otw vaksin alhamdulillah tidak jadi ayo belum vaksin vak"
"1464","Negatif","banget pas vaksin ama pakai sinovac"
"1275","Netral","vaksin sinovac kurang lampau butuh booster kah malaysia mel"
"523","Positif","teman mohon informasi ibu butuh vaksin vaksin ama sinovac perintah do"
"739","Netral","baik salah belum jenis vaksin moderna pfizer s"
"228","Netral","indonesia datang juta dosis vaksin sinovac bentuk"
"1042","Negatif","australia buka pintu lancong lengkap vaksin sinovac astrazeneca austra"
"891","Netral","australia buka batas traveler vaksin sinovac boleh masuk"
"25","Negatif","orang nyebar palsu suntik vaksin covid sinovac kali sekolah alhamdulillah sehat pei"
"1351","Netral","via vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share ht"
"507","Netral","umi mo prgi tidak vaksin sinovac ganerima moderna"
"839","Netral","sayup dengar obrol buskrg vaksin sinovac tidak dgnti astrazeneca vaganza astrazeneca vaganza"
"657","Negatif","sinovac kayak tetangga vaksin bhayangkara tidak acara"
"517","Negatif","ohh sinovac temen sinovac doang tidak demam vaksin"
"1195","Negatif","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis v"
"518","Netral","bep vaksin moderna sinovac"
"430","Positif","addition ditmpt tdi vaksin moderna sinovac vaksin moderna kasi paracetamol tpi"
"346","Netral","bhabinkamtibmas kalurahan maguwoharjo sambang pantau laksana vaksin tahap i sinovac warga padukuhan"
"475","Negatif","na udah dosis sinovac suruh vaksin dosis moderna bingung banget"
"321","Positif","informasi vaksinasi setiajaya toyota cimanggis depok periode jenis vaksin sinovac"
"791","Positif","perlahan bukan vaksin astrazeneca rana kadar vaksin dosis ama lepas padar k"
"1097","Netral","ayo besok vaksin du jenis vaksin sinovac pfizer informasi lengkap kontak yodi cc"
"677","Netral","sinovac affa hotline informasi bagitau klinik vaksin teentu te"
"1180","Netral","kkm lulus guna vaksin coronavac keluar sinovac life sciences co ltd china golong usia terminal"
"1470","Netral","vaksin mana vaksin mana wkwk nasib veteran covid nyari sinovac dosis susah"
"170","Netral","tolong informasi vaksin sinovac pfizer"
"1332","Netral","informasi vaksin dosis sinovac bekas"
"803","Negatif","pas banget sinovac pas h suntik hahahihi eh minggu muncul"
"1220","Positif","maksimal vaksin ama kalausinovac moderna maksimal kalauastrazeneca"
"738","Negatif","kalauvaksin astrazeneca neger kalausinovac belum mas"
"1396","Netral","dok mohon saran selesai vaksin sinovac konsumsi fluoxetetine"
"1225","Positif","pfizer vaksin utama program pick remaja vaksin sinovac ditawarkan re"
"569","Positif","vaksin sinovac selamat kanakkanak pharmaniaga"
"551","Netral","vaksin sinovac tidak ln yakali vaksin ulang"
"318","Positif","anggota polsek babelan laksana giat aman giat vaksinasi merdeka berani dosis selenggara"
"736","Positif","dosis administrasi amerika inggris bayang untung farmasi vaksin"
"1039","Positif","jbrfess informasi vaksin laksana kodim balai desa sukorambi sasar"
"953","Netral","vaksin sinovac unmul syarat jadwal cp cek foto link"
"807","Netral","bahan vaksin sinovac"
"272","Positif","iya awal vaksin dpet nya sinovac menu makan pilih pi"
"131","Netral","orang peikai menteri diskriminasi orang vaccinated non vaccinated jenis vaksin kena discr"
"1297","Positif","vaksin dapat sih sinovac efek tidak ngerasai apa kek o"
"14","Netral","vaksin jenis sinovac pfizer langsung dateng rskh jatiasih temen"
"616","Negatif","habis dosis sinovac alergi kambuh takut vaksin booster"
"786","Negatif","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"64","Negatif","efek vaksin sinovac usaha makan minum biar tubuh bugarr malas makan"
"806","Netral","kalaumall udah rame siapsiap panen covid pas lindung vaksin selesai sinovac setel"
"83","Netral","kandano i cek ndang vaksin sinovac jare"
"777","Positif","mohon maaf istri vaksin sinovac thp d gor delta sidoarjo"
"626","Positif","transma yasmin bogor polresta bogor kota adakan vaksinasi massal usia a"
"848","Positif","jenis vaksin sinovac buka usia sintas covid"
"1099","Netral","cah informasi vaksin sinovac dosis makasih"
"1466","Netral","oohh nama vaksin pakai astrazeneca sinovac"
"1227","Positif","vaksin sinovac china indonesia vaksin sinopal"
"458","Positif","vaksin sinovac selamat kanakkanak"
"149","Positif","informasi vaksin bekas puskemas margajaya sebelah adil agama vaksin pfizer dosis sinovac d"
"1174","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"284","Positif","selamat bpkibu memang jabat beri vaksin izikan beaya s"
"1267","Positif","kuasa kawal dadah pbkd tuju kelulus syarat guna vaksin coronavac keluar sinov"
"745","Negatif","vaksin jenis masuk korea ndak karantina kyknya bukan sinovac deh"
"165","Positif","belum vaksin rek vaksin dosis vaksin dosis sinovac umur atas"
"416","Positif","belum vaksin covid sedia indonesia anak jubir vaksinasi covi"
"138","Netral","datang vaksin sinovac bandara intl supadio jakaa bawa gudang dinkes propinsi kalbar"
"1440","Netral","iya msh timbang autoimun tahun tidak flare up konsul pupu dokter"
"265","Positif","gratis vaksin sinovac dosis surabaya jadwal"
"289","Negatif","butuh tolong kat area pj available vaksin sinovac aritu trpaksa cancel nd dose sbb ve covid smpai skr"
"55","Positif","dosis sinovac mulaitahun ktpdomisili bebas khusus pesea syarat vaksin"
"331","Positif","vaksin ama sinovac dosis ayo rek vaksinasi drive thru st"
"971","Positif","oooogitu yaaakirain halodoc kasih jadwal nya malam nya daftar"
"1142","Negatif","am china sumbang juta dosis vaksin sinovac malaysia read more"
"823","Netral","tahan badan je awak amik pfizer takde effect langsung effect dem"
"175","Netral","agam jenis vaksin covid indonesia sinovac moderna astrazeneca shinopharm pfizer"
"1217","Positif","bgr vaksinasi grastis warga bogor daftar online langsung dosis"
"1241","Netral","kkm lulus guna vaksin keluar sinovac remaja"
"63","Positif","total vaksin indonesia baik bentuk bulk bahan baku bentuk d"
"666","Netral","tante udah tidak vaksin kesel banget udah gapapa mumpung sinovac pakai alesan bany"
"937","Negatif","rasah kakean cangkemasline iki ultramentapi bar vaksin sinovac kuat an ku ilang"
"638","Netral","informasi vaksin sinovac dosis jog makasi"
"756","Positif","iya vaksin seko sih and tidak kasi vaksin sinovac maybe gtw deh"
"174","Negatif","ponakan mumpung dibolehin vaksin pilih pfizer instead of moderna pas boleh moderna takut takut sa"
"304","Positif","vaksin sinovac dosis ama gapapa vaksin"
"690","Positif","vaksin indonesia baik astrazeneca sinovac dll tahap klinis m"
"1186","Netral","umur tau udah vaksin kali tinggal"
"210","Positif","selamat jadwal vaksinasi covid dosis sedhereksedherek vaksin dosis pe"
"1031","Netral","informasi vaksin sinovac dosis bogor daftar"
"721","Negatif","vaksin sinovac sakit tidak sih"
"452","Netral","jadwal daftar pesea vaksin sinovac polres magelang"
"78","Negatif","tidak bang gimana singapur ketat datang m"
"1150","Netral","cah informasi vaksin d sinovac"
"400","Positif","belum vaksin jenis vaksin sinovac"
"1453","Netral","tidak tanggungtanggung dosis vaksin sinovac sebar antero ngawi titik siap"
"379","Positif","ayo baca daftar negara izin wisatawan vaksin sinovac indonesia tidak"
"479","Negatif","sinovac mah sinovac kalauastrazeneca z tidak mantep sih tap"
"829","Negatif","informasi vaksin covid bogor puskesmas tanjungsari masyarakat pakai pfizer sinovac"
"654","Netral","vaksin bagi sinovac suami astrazeneca zenneca tante ku manula pfizer adek pupu nake"
"46","Netral","informasi vaksin sinovac dosis"
"991","Negatif","salah vaksinpeama prizer sinovac lupa beneran wow yallah gabakal mokad"
"468","Netral","kalaukamu vaksin sinovac jarak vaksin astrazeneca"
"454","Positif","dosis administrasi amerika inggris bayang untung farmasi vaksin ba"
"197","Netral","wal vaksin coronavac samakh sinovac"
"1474","Netral","karanganyar u purwanto babinsa desa karangmojo koramil tasikmadu laksana peng"
"1371","Netral","vaksin sinovac dosis kaltim pos mall lembuswana link kalauada share"
"977","Positif","putus lepas awal selia ubat negara benar lancong ajar asing"
"90","Positif","alhamdulillah rumah vaksin abah pfizer kakak istri astrazeneca me sinovac sehat"
"578","Netral","luas populasi kategori umur china tidak rekod meng"
"1415","Negatif","negara mula keluar vaksin covid bangun sinovac"
"269","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm wak"
"249","Positif","stok vaksin stok sisa dosis vaksin sinovac sinopharm p"
"71","Positif","vaksin ama astrazeneca pas vaksin lupa pas suster sinovac iya"
"101","Negatif","hah vaksin bukan sinovac remaja sinovac"
"520","Positif","geger vaksin srimulyo jilid i kapanewon piyungan gor p"
"1170","Netral","kkm lulus vaksin sinovac remaja"
"1188","Negatif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"1385","Negatif","relevan video tambah pfizer moderna jabat percaya sinovac"
"267","Positif","bukti eksperimen bluetooth hubung vaksin vaksin bluetooth suppo tidak vaksin afiliasi bluetoo"
"1286","Positif","jog informasi vaksin sinovac dosis udah vaksin dosis jogja gaes makasih banget"
"870","Positif","vaksin sinovac alhamdulillah tidak sih nder pegal bagi suntik bentar tidak smpe hari hehe"
"1","Netral","gor dosis kuota dosis juanda terminal sinov"
"678","Negatif","tbh glad tidak sinovac gapapa keras efek rada gila banyak baca poal negara"
"1184","Positif","ayo hadir gerai vaksin tni polri laksana"
"255","Netral","sinovac minimal hri vaksin k tidak"
"96","Negatif","tetangga pekan vaksin dosia sinovac alami dengkul lemas tidak nafsu makan mual kalauma"
"817","Netral","vaksin sinovac sih"
"813","Positif","sbb sekolah nak bukak vaksin pfizer nak vaksin sinovac taknak pfizer pastu sis ka"
"404","Positif","vaksin moderna tidak pilih sinovac pfizer astrazeneca booster vaksin covid a"
"1125","Positif","sih ribet vaksin sih selaen vaksin covid dibombardis vaksin bcg kali kali campak"
"1300","Negatif","bingungin kalauvaksin sinovac china buat virus covid dimatikanberai"
"9","Netral","reuni duo alumni waawan senior tempo dahlan iskan vaksin sinovac mall full youtube h"
"1202","Netral","kalauchip gin vaksin sih serius na mak kalausinovac kayak tidak deh"
"715","Netral","sinovac hbu vaksin"
"241","Netral","sinovac vaksin belum"
"223","Netral","vaksin astrazeneca sinopharm pfizer haram mu sinovac nyata halal sinar jateng"
"1347","Positif","gantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk laper"
"417","Positif","cowok asma udah kali vaksin sinovac tidak ngefek apaapa kecuali ngantuk laper"
"1276","Positif","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga in"
"1001","Netral","mjb ka kalauada dokter bilang gaboleh vaksin tiga wkwk dosis sinovac tidak jelas"
"926","Positif","vaksin sinovac alhamdulillah telah tidak gejala laper terussssss"
"1106","Netral","informasi vaksin sinovac mustika jaya bantu repost"
"713","Netral","informasi vaksin sinovac pfizer bogor masyarakat catat lokasi"
"1043","Netral","buka jangka"
"587","Negatif","vaksin sinovac kepala pusing banget"
"473","Netral","arab saudi visa turis tidak wni indonesia kena travel ban arab saudi"
"74","Positif","vaksin lokal kembang drterawan dkk bukan seh vaksin merah putih vaks"
"1262","Positif","buka kak syarat pei vaksin"
"157","Positif","warga kabupaten bandung ayo vaksin ikut vaksinasi massal selenggara pemerintah kabupaten bandung"
"1173","Positif","yogyakaa lapas narkotika kelas iia yogyakaa gelar vaksinasi merdeka tahap giat vaksinasi covid"
"681","Negatif","majoritas guna sinovac keluh banget sih kota mayoritas sino"
"432","Positif","jenis vaksin vaksin sinovac astrazeneca pfizer moderna nb i cant mentioned all of types but this is terminal"
"1330","Netral","asma tidak vaksin sinovac kah"
"26","Negatif","vaksin sinovac aman booster moderna langsung hareudang"
"117","Positif","alhamdulillah udah suntik vaksin sinovac dosis ama"
"338","Positif","layan vaksinasi vaksin sinovac dosis dosis kuo"
"35","Netral","tinggal merah putih vaksin sinovac kak"
"1117","Negatif","aikel popular arwah abam tinggal dunia gadis"
"632","Positif","vaksin sinovac besok langsung tidur hari nder asli ngantuk banget bawa"
"213","Positif","solidaritas vaksin psi kota depok vaksin sinovac dosis syarat wni foto copy ktpkiakk"
"1210","Netral","jangan sok keras vaksin nya sinovac vaksin jonivac suntik nya gede kenyal enak l"
"368","Positif","syukur keluarga vaksin sinovaccoronavac vaxzevria moderna moga paring sehat kabeh"
"1012","Netral","kalauvaksin ama sinovac vaksin pfizer tidak"
"350","Netral","warga ikut vaksin pfizer sinovac puskesmas wanasari"
"1024","Negatif","perbezaan mati akibat covid terima vaksin astrazeneca pfizer sinovac mati a"
"215","Netral","jenis vaksin astrazeneca sinovac"
"788","Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri"
"1199","Netral","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat kuasa k"
"740","Positif","dapet moderna nder coba kaya surat faskes vaksin vaksin jenis in"
"1411","Positif","angkat tang sengaja nungguin vaksin pfizer timbang sinovac astrazeneca kabar vaksi"
"712","Netral","mukomuko siap dosis vaksin sinovac ajar news bengkulu"
"1019","Netral","informasi vaksin pfizer sinovac bogor sasar masyarakat usia"
"263","Positif","wamenkes datang vaksin janssen sinovac dukung cepat vaksinasi nasional"
"545","Positif","vaksin sinovac selamat kanakkanak pharmaniaga"
"1070","Netral","waris mesti benar masuk anak suntik pasti tiada silap jenis vaksin b"
"716","Positif","kapolsek mojolaban pimpin aman vaksinasi massal gerai vaksin presisi gedung blk bekonang camat mojolaban"
"1062","Netral","gin gin udah vaksin jenis sinovac bawah"
"142","Positif","anggota polsek babelan laksana aman giat program vaksinasi merdeka berani gerai wilayah polsek"
"348","Netral","vaksinasi tahap satu vaksin jenis sinovac orang ikut orang karena"
"652","Positif","cari vaksin pfizer depok vaksin astrasinovac rsui daftar via web"
"1104","Netral","informasi vaksin sinovac dosis dongss"
"431","Negatif","sinovac vs moderna"
"893","Netral","dosis undur tmptnya dipake ds lainfyi desa informasi"
"663","Positif","vaksin vaksin sinovac alhamdulillah sehat sehat"
"1214","Netral","raja lulus guna vaksin sinovac remaja malaysianow"
"220","Positif","vaksin sinovac halal suci"
"699","Positif","iyaa moga cepat sembuh alergi biar cepat vaksin oalah bri pakai sinovac"
"772","Negatif","sek vaksin e sinovac rausah sok keras ngene astreav"
"742","Netral","habis vaksin dosis lupa na tenaga medis sih udah na s"
"374","Positif","dosis vaksin sinovac sumut personil brimob awal"
"373","Netral","pimpin ipda edward daniel m kanit reskrim polsek kedungwaringin pkm karangsambung aparat desa"
"414","Netral","takpe vaksin sinovac campur pfizer"
"831","Positif","tim riset indonesia adakan teliti sampel manusia vaksin vaksi"
"450","Positif","dibalerame dibatalin vaksinasi stadion jalak harupat vaksin sinovac"
"440","Negatif","langsung rumah sakit layan vaksin kak emang datang biar d"
"1449","Negatif","mimpi dapet vaksin booster kasih sinovac bilang gamau disunt"
"673","Negatif","ketua riset uji klinis sinovac bandung prof kusnandi ungkap efikasi vaksin sinovac kurang"
"166","Netral","beugas l titiwangsa gawai stesen muhammad nor afiq bin budin tugas baris hadap"
"789","Positif","ayo vaksin sd selesai aula camat guntur kabupa"
"1376","Netral","ynag sinovac moderna sinopharm habis ganti vaksin tidak"
"1355","Positif","ayo hadir gerai vaksin tni polri laksana"
"1295","Positif","sayang skli tidak join babeh aldo behsdh tanyakah bhw jk vaksin"
"79","Positif","benar sinovac efek tidak liat pas suntik vaksin ast"
"10","Positif","informasi vaksin sinovac luar ktp bandung kalauada jadwal vaksin besok gas terima kasih"
"1078","Positif","pemerintah arab saudi aku guna vaksin sinovac jamaah umroh indonesia"
"1056","Negatif","seng vaksin e sinovac ra sok keras kyo ngene astreav"
"602","Positif","yes yes kalangan tengah bawah rewel urus takut baik prevent than never k"
"1060","Positif","yeay terima vaksin sinovac masuk australia baca lengkap"
"1198","Positif","mesyuarat kuasa kawal dadah kelulus syarat guna vaksin keluar sinovac remaja be"
"1427","Netral","muhun cah dapat sinovac antusias banget freezer astrazeneca ponakan temen bapake"
"1190","Negatif","pbkd sar guna sinovac kalangan remaja usia utama"
"95","Negatif","informasi vaksin malang dosis sinovac makasih komen gkb"
"1175","Netral","kelulus vaksin sinovac golong umur lepas mesyuarat kuasa kawala"
"877","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber kementeria"
"47","Netral","vaksin astrazeneca sinovac"
"933","Netral","sdf informasi vaksin sinovac dosis rek gawe mene"
"600","Negatif","kalausinovac gaboleh ln astrazeneca moderna parah banget efek yasuda pfizer winwin solutionnya"
"1213","Positif","ayo hadir gerai vaksin tni polri laksana"
"1342","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"864","Negatif","rasah kakean omong ki asline ultramen bar vaksin sinovac kuat ilang"
"275","Netral","hallo sahabat humas ayo vaksin sinovac dosis dosis aztrazeneca dosis moderna dosis mako"
"655","Negatif","ragu teman informasi vaksin jenis sinovac en jenis"
"292","Negatif","isteri covid lepas terima dosis sinovac bulan belu"
"143","Positif","warga pojok antusias ikut vaksin babinsa koramil pulokulon serda zainudin bhabinkamtibmas monitoring v"
"942","Positif","malaysia ikut langkah indonesia persetujuan syarat beri vaksin covid"
"424","Negatif","charm vaksin sinovac rmupah lebar ring lebar berat tidak tidak tidak tidak tidak tidak tidak"
"700","Negatif","vaksin covid bogor massal puskesmas kemang pakai sinovac dosis"
"136","Positif","syukur alhamdulillah udah baik emang baik istirahat abis vaksin"
"943","Positif","salur vaksin juang wakil fraksi paai golkar komisi vii dpr republik indonesia mukhtarudin bantu progr"
"1390","Positif","hallo kuys belum vaksin lho vaksin rumah sakit uns dosis"
