"","klasifikasi","x"
"413","Netral","patroli personil polsek jabiren raya cek aman vaksin sinovac"
"1484","Netral","en"
"1468","Netral","warga kota slawi antusias suntik vaksin sinovac dosis puskesmas slawi kabupaten"
"867","Netral","siswa smk yapisda ikut vaksin sinovac danramil cisoka kapten inf jefriansen sipayung proses"
"1032","Netral","eh nek awak due informasi vaksin sinovac dosis kabar tulungg makasoyy"
"1180","Netral","kkm lulus guna vaksin coronavac keluar sinovac life sciences co ltd china golong usia terminal"
"522","Netral","olohh hahahhaah bangsa astrazeneca pfizer sinovac hurm skrng vaksin bangsa"
"200","Netral","informasi vaksin dosis belum vaksinasi gerai vaksinasi polres gunungkidul buka pe"
"1386","Netral","laksana giat pam suntik vaksin vaksin jenis merek vaksin sinovac uptd puskesmas rantau"
"681","Negatif","majoritas guna sinovac keluh banget sih kota mayoritas sino"
"949","Positif","australia buka perbatasanpenerbangan internasional vaksin sinovac masuk oz kabar baik bua"
"837","Positif","ayo daftar jadwal vaksin gratis cikarang dosis sinovac sgc a informasi"
"523","Netral","teman mohon informasi ibu butuh vaksin vaksin ama sinovac perintah do"
"979","Positif","btull bapack ku takut sakit paruparu vaksin sinovac"
"985","Netral","eh vaksin sinovac tahanya"
"912","Netral","sinovac vaksin sekolah"
"1041","Negatif","iyaaa sinovac kabar dapet vaksin booster kal"
"270","Negatif","pakai sinovac vaksin ama pegal banget vaksin pegal dosis"
"801","Negatif","tipu la korang benda bukan flex takde tu auto orang lari beb credit"
"1381","Negatif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis v"
"1359","Netral","tt huhuuu thanks vaksin sinovac"
"350","Netral","warga ikut vaksin pfizer sinovac puskesmas wanasari"
"614","Negatif","so aussie benar lancong lengkap vaksin sinovac azyang hang iya nak anjing pfizerian nah pulak"
"1204","Positif","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat"
"1401","Netral","kapolres brebes akbp faisal febrianto damping pju polres brebes tinjau gerai vaksinasi presisi do"
"444","Netral","informasi daftar vaksinasi covid poliklinik vaksin rsud kelet layan vaksinasi covid sinovac a"
"402","Netral","heh informasi vaksin sinovac dosis ning kabupatenkota madiun slur"
"553","Netral","informasi jadwal vaksin covid pfizer sinovac dosis kota bogor puri begawan"
"966","Negatif","asline ultramen due kuat mbuh nopo bar vaksin sinovac kuat nerf entek an"
"87","Netral","team vaksinator satbrimob polda kalsel gelar serbu vaksin presisi pondok pesantren wali"
"1446","Positif","pemerintah aljazair produksi vaksin covid kembang usaha tiongkok sinovac kapasitas"
"847","Positif","hayo takut vaksin maju mundur cantik baca deh curhatan efek vaksi"
"952","Negatif","vaksin astrazeneca vaksin sinovac besok titan"
"231","Positif","sinovac pemerintah datang vaksin covid pfizer astrazeneca jalur komersial"
"1201","Netral","belum vaksin dosis dosis lewat dosis sinovac astrazeneca zeneca t"
"991","Netral","salah vaksinpeama prizer sinovac lupa beneran wow yallah gabakal mokad"
"517","Positif","ohh sinovac temen sinovac doang tidak demam vaksin"
"150","Netral","informasi vaksin bekas pos polsek medan satria nas sehat lurus smp vaksin"
"1123","Positif","deket rumah gapapa nder kalaukm sinovac vaksin kalauvariannya gapapa"
"1087","Positif","otw vaksin alhamdulillah tidak jadi ayo belum vaksin vak"
"375","Netral","belum vaksin jenis vaksin sinovac"
"50","Netral","besok vaksin sinovac dosis bebas syarat dosis sinovac"
"298","Negatif","vaksin sinovac kyknya orang beda efek tante vaksin astrazeneca malemnya meriang"
"465","Positif","anggota koramil kaligesing kodim purworejo serma wahyudi laksana monitorng beri vaksin sinovac"
"1199","Positif","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat kuasa k"
"106","Netral","vaksinasi covid dosis laksana keluarga gawai lingkung sekretariat jenderal kpu"
"1254","Netral","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"975","Negatif","rasah kakean cangkemasline ki superman wing bar vaksin sinovac kuat ilang"
"958","Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas hany"
"750","Negatif","oxford astrazeneca pfizer biontech moderna janssen kayak sinovac mesti udah vaksin boos"
"971","Netral","oooogitu yaaakirain halodoc kasih jadwal nya malam nya daftar"
"641","Negatif","efek vaksin sinovac ancen ngantukluwe an a iki"
"1258","Netral","informasi vaksin covid massal bogor camat tanjungsari pakai sinovac pfizer"
"1370","Netral","vaksin gtlt sinovac astrazeneca"
"702","Netral","informasi vaksin dosis sinovac rek bangsalsari terimakasiii jbrfess"
"976","Netral","sinovac vaksin"
"683","Positif","alhamdulillah vaksin sinovac harap moga vaksin"
"983","Positif","kakakkakak ku asma kak and alhamdulillah sudahhvaksin dapat"
"1088","Negatif","mjb tau ku kalaukita vaksin pergi ln vaksin indonesia tidak list ne"
"230","Netral","pangkoarmada i tni pantau serbu dosis vaksin sinovac kabupaten pasuruan"
"603","Netral","na vaksin pakai sinovac emng vaksin lgi pakai astrazeneca"
"483","Netral","vaksin sinovac berai kudu nyari informasi vaksin tiga"
"366","Positif","isteri covid lepas terima dosis sinovac bulan b"
"516","Positif","juta kali sinovac rupiah murah sinovac juta warga bayar vaksin boos"
"990","Positif","lha ku semarang vaksin nag sidoarjo jatim yo iso ik sinovac"
"412","Negatif","vaksin selamat remaja bapa risau yakin anakanak k"
"458","Positif","vaksin sinovac selamat kanakkanak"
"715","Netral","sinovac hbu vaksin"
"1249","Netral","guna vaksin keluar kalangan usia utama kepa"
"652","Netral","cari vaksin pfizer depok vaksin astrasinovac rsui daftar via web"
"866","Positif","gelombang tiga profit taking vaksin bayar tidak gratis sinovac rb murah banding mo"
"734","Netral","informasi tidak vaksin dosis sinovac daerah cipondoh"
"1393","Netral","vaksin ama moderna puskesmas lubuk kilang sinovac"
"280","Positif","kota bantu ribu vaksin kota terima bantu"
"128","Netral","impoir vaksin sinovac"
"1441","Positif","pesea sehat sintas gejala ringan minimal nyata sembuh belum pe"
"57","Netral","besok vaksin sinovac dosis bebas syarat dosis sin"
"1097","Negatif","ayo besok vaksin du jenis vaksin sinovac pfizer informasi lengkap kontak yodi cc"
"207","Negatif","iya negara teentu tidak terima turis vaksin sinovac jenis jenis variasi vaks"
"495","Netral","vaksin sinovac koramil tangerang bawa copy pagisiang"
"1445","Netral","vaksin pantiwiloso vaksin sama sinovac"
"834","Netral","ayo hadir gerai vaksin tni polri laksana"
"1178","Positif","raja lulus vaksin sinovac remaja"
"1379","Positif","horas medan urus daerah ikat alumni itb sumatera utara sentra vaksin bumn gelar laksana vak"
"27","Netral","vaksin sinovac aman"
"1047","Positif","vaksin dspetnya sinovac pupu astrazeneca"
"430","Netral","addition ditmpt tdi vaksin moderna sinovac vaksin moderna kasi paracetamol tpi"
"1294","Negatif","sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi"
"778","Positif","jenis vaksin sinovac buka usia sintas covid tel"
"835","Netral","ayo hadir gerai vaksin tni polri laksana"
"599","Netral","benar hadir majlis surau masjid teakluk lengkap terima dosis"
"832","Negatif","sekedar butuh seifikat pakai sinovac tidak percaya vaksin ribet m"
"1387","Positif","validasi sinovac who bukti vaksin aman ruji mutu"
"65","Netral","jog jadwal vaksin sinovac siloam"
"171","Positif","jenis vaksin sinovac moderna jenis vaksin bukti aman bantu kebal tubuh"
"1466","Netral","oohh nama vaksin pakai astrazeneca sinovac"
"1310","Negatif","kalauaku kmren dosis sinovac pegal ayo rada pusing abs vaksin langsung tidak"
"1090","Negatif","alami reaksi pemantauan b"
"1008","Positif","sinovac tidak sakit tipe orang udah vaksin beda sih"
"1412","Positif","raja bangun pelan strategik bangun vaksin negara umum perdana menteri"
"534","Negatif","bahan utama vaksin sinovac dna babi serum bayi belum lahir hidup sedot bay"
"1296","Netral","kalauseifnya vaksin sinovac coba ngechat engkoh bantu nder"
"185","Netral","bingung vaksin sinovac astrazeneca enak"
"732","Netral","suasana vaksinasi selenggara ika universitas airlangga selenggara vaksina"
"34","Positif","astrazeneca vaksin pakai pfizer kalaudi indonesia tidak sih sinovac"
"129","Negatif","yaallah nonton konser vaksin sinovac"
"551","Negatif","vaksin sinovac tidak ln yakali vaksin ulang"
"839","Negatif","sayup dengar obrol buskrg vaksin sinovac tidak dgnti astrazeneca vaganza astrazeneca vaganza"
"1444","Netral","jadwal vaksin covid kota cirebon sedia dosis sinovac"
"895","Negatif","asline iki ultramen tpi mari vaksin sinovac kuat ilang v"
"282","Positif","nemu vaksin sinovac dosis"
"993","Netral","punten na vaksin ama vaksin beda kalausemisal vaksin ama sinovac tru"
"1113","Positif","tidak efek nya sih pusing gara lapar kaya vaksin sinovac ngomong ngomong"
"14","Netral","vaksin jenis sinovac pfizer langsung dateng rskh jatiasih temen"
"1384","Netral","ayo hadir gerai vaksin tnipolri dilakskan"
"399","Positif","alergi berat hipeensi kolesterol alhamdulillah vaksin sinovac lengkap baik sam"
"462","Positif","apresiasi antusiasme masyarakat vaksin presiden joko widodo tinjau laksana vaksin massal sorong"
"1051","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih bangsa"
"808","Netral","suasana vaksinasi selenggara ika universitas airlangga selenggara"
"994","Negatif","semangat banget kak iya yapantes hindarin sinovac negri"
"317","Negatif","duh bokap nyokap pakai sinovac pas kena covid otg tidak gejala temen pakai astrazeneca"
"729","Netral","cansino sputnik v indonesia jenis pfizer moderna johnson astrazeneca sinovac sinopharm beijing cansino sput"
"24","Positif","malaysia terima bekal ama vaksin coronavac liter hantar k"
"1101","Netral","asli dar"
"987","Positif","vaksin sinovac aku warga indonesia masuk australia"
"1188","Positif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"440","Netral","langsung rumah sakit layan vaksin kak emang datang biar d"
"1193","Netral","walah sby kota moga dapet deh yak pas vaksin pakai pfizer"
"90","Positif","alhamdulillah rumah vaksin abah pfizer kakak istri astrazeneca me sinovac sehat"
"105","Positif","goh bak na taman sin far ipoh bawa ppv hospital pakar komuniti ipoh selamat terima suntik dosis ama vaksin"
"97","Netral","sd selesai beempat namang laksana p"
"676","Negatif","temen ku vaksin pfizer rata efek samping nya kayak sinovac doang bestie tidak imun terminal"
"338","Netral","layan vaksinasi vaksin sinovac dosis dosis kuo"
"934","Positif","nenek hipeensi minggu vaksin minum obat ht nya atur pola ma"
"393","Netral","informasi vaksin sinovac fase area pasuruan kota"
"704","Netral","vaksin covid bogor massal puskesmas kemang pakai sinovac masyarakat"
"954","Negatif","kumpul rumah bibi eh nyombongin vaksin sinovac moderna pfizer celetuk"
"408","Netral","vaksin jadwal camat ku belum rsud"
"55","Netral","dosis sinovac mulaitahun ktpdomisili bebas khusus pesea syarat vaksin"
"1473","Positif","vaksin pakai pfizer moderna efek pakai sinovac astrazeneca ndak"
"62","Positif","dokter bilang vaksin sinovac nya maju mundur"
"215","Netral","jenis vaksin astrazeneca sinovac"
"1052","Netral","nyobain astrazeneca kali astrazeneca kali pfizer vaksin sinovac kali sinovac kali moderna"
"1262","Netral","buka kak syarat pei vaksin"
"1411","Negatif","angkat tang sengaja nungguin vaksin pfizer timbang sinovac astrazeneca kabar vaksi"
"438","Netral","haha iyaa its okey kayak sinovac teknis kak baiklahh huhu"
"1142","Positif","am china sumbang juta dosis vaksin sinovac malaysia read more"
"601","Netral","keluarga beda merk vaksin sinovac adek pfizer astrazeneca kakak modern"
"244","Netral","belum vaksinasi silah rsud kanjuruhan kabupaten malang program vaksinasi covid jenis vaksin sinovac"
"920","Netral","bgr informasi vaksin sinovac besok tidak dosis makasii"
"892","Positif","raja china bersetuju derma tambah juta dosis tambah ribu sudah"
"18","Netral","proses manfaat vaksin sinovac lawan palsu vaksin"
"609","Netral","pahit manis ppv integrasi idcc shah alam beri vaksinasi samada vaksin"
"876","Positif","vaksin covid sinovac buat tiongkok remaja usia lengkap"
"1012","Netral","kalauvaksin ama sinovac vaksin pfizer tidak"
"1314","Positif","mnku sinovacpfizer vaksin sih"
"318","Positif","anggota polsek babelan laksana giat aman giat vaksinasi merdeka berani dosis selenggara"
"351","Positif","teliti booster vaksin pfizer bukti manjur sinovac"
"224","Netral","mjb kalauudah vaksin sinovac kali vaksin booster vaksin sinovac"
"818","Positif","jog tidak sih ambil vaksin sinovac tidak gejala apa sakit pegal enggasumpah enak banget dik"
"798","Netral","jenis vaksin sih bagus hallo sobat ksr uns ramai bincang jenis vaksin bagus"
"1368","Negatif","visa on arrival tidak nerima pakai vaksin sinovac fuck"
"356","Positif","angka efikasi sinovac peran wave junijuli kontra vaksi"
"493","Netral","faktor vaksin distribusi cepat pei hal sinovac bukan adu"
"785","Negatif","ribu dosis vaksin sinovac buang siasia aceh tenggara garagara warga"
"299","Negatif","pakai vaksin tugw alergi parah kek kiriruam gatel banget kek kanan tidak bn"
"1358","Netral","smp neger kaliwungu vaksinasi rentak pesea didik tonton video jangan lupa subscribe like com"
"755","Positif","aaa bangga salah vaccinator vaksin pfizersinovac astrazeneca selamat mesti"
"54","Netral","ayo vaksin"
"600","Negatif","kalausinovac gaboleh ln astrazeneca moderna parah banget efek yasuda pfizer winwin solutionnya"
"1035","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih indonesia"
"941","Negatif","asline dekar cuman bar vaksin sinovac dadi jurus reset kabeh"
"1266","Netral","w sinovac vaksin beda bedaa"
"552","Negatif","vaksin astrazeneca zeneca ou sinovac ou tidak efek samping samsek efek samping"
"1183","Netral","vaksin pfizer sinovac bagus"
"94","Netral","umum vaksinasi dosis sinovac laksana puskesmas pakis ditund"
"1372","Netral","ajar ajibata parsoburan dapat vaksin sinovac dosis i"
"286","Netral","vaksin bluetooth suppo tidak vaksin afiliasi bluetooth astrazeneca pfizer moderna kecuali"
"813","Positif","sbb sekolah nak bukak vaksin pfizer nak vaksin sinovac taknak pfizer pastu sis ka"
"115","Netral","goh bak na tinggal taman sin far bawa pusat beri vaksin ppv hospital pakar komu"
"1182","Negatif","copid tidak jrx vaksin sinovac"
"1002","Positif","alhamdulillah mama vaksin random lgsg telpon mama suruh vaksin doi lgsg puskes dekat"
"518","Netral","bep vaksin moderna sinovac"
"221","Positif","vaksin sinovac halal"
"152","Negatif","ais kasih vaksin kebal koped kalaulisa mah pakenya sinovac lisa doang larang"
"1361","Netral","bhabinkamtibmas kalurahan ngawu bripka prima back up kanit provost aiptu parjiman sambang monitoring aksa"
"564","Negatif","villagers in aceh indonesia refuse the vaccine and destroy the vaccination centre warga aceh ngamuk vaksinat"
"1286","Netral","jog informasi vaksin sinovac dosis udah vaksin dosis jogja gaes makasih banget"
"996","Positif","therapeutic goods administration vaksin sinovac astrazeneca masuk daftar vaksin covid"
"571","Positif","pharmaniaga bhd jamin bapa bahawa vaksin covid sinovac kanakkanak remaja"
"331","Netral","vaksin ama sinovac dosis ayo rek vaksinasi drive thru st"
"447","Netral","informasi link daftar jadwal vaksin dosis jenis pfizer sinovac bogor"
"1297","Positif","vaksin dapat sih sinovac efek tidak ngerasai apa kek o"
"684","Netral","just informasi teman vaksin atur mana i vaksin nya jangan"
"1203","Netral","informasi vaksin covid bogor sinovac dosis puskesmas nanggung"
"1156","Netral","pokok jarak vaksin sinovac astrazeneca"
"1365","Netral","informasi vaksin dosis jenis sinovac daerah tegal"
"51","Netral","bhabinkamtibmas kalurahan bleberan bripka suparyanta monitoring vaksinasi warga kalurahan bina upt puskesmas i"
"389","Netral","nama vaksin kek sinovac astrazeneca"
"485","Netral","iyayak indonesia tu mas kebnayakan sinovac astrazeneca moderna pfizer jarang"
"1059","Negatif","jenis vaksin i tau ku vaksin sinovac sakit"
"536","Negatif","uwong uwong ki ngopo le vaksin milih milih sing sinovac ngene loh astrea"
"205","Negatif","orang astrazeneca ngrasa superior sih tolong be kind people jangan orang sinovac"
"1244","Netral","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"664","Negatif","ihh asli en vaksin sinovac tidak mana abis paksa moderna butuh"
"1186","Negatif","umur tau udah vaksin kali tinggal"
"700","Netral","vaksin covid bogor massal puskesmas kemang pakai sinovac dosis"
"197","Netral","wal vaksin coronavac samakh sinovac"
"726","Positif","alhamdulillah kali vaksin sinovac tidak efek sih kalaumodernaastrazeneca kayak lumaya"
"1430","Negatif","beneran apes deh kyknya vaksin sekolah dapet sinovac"
"1399","Netral","anggota koramil swl serda nuryadi laksana damping giat vaksinasi covid"
"769","Negatif","vaksin dosis sinovac huhu tt"
"1464","Netral","banget pas vaksin ama pakai sinovac"
"742","Negatif","habis vaksin dosis lupa na tenaga medis sih udah na s"
"556","Negatif","ora le lemah i jane ultramen bar suntik vaksin sinovac kuat ilang"
"386","Netral","vaksin vaksin sinovac vaksin vaksin jenis naikin lengan baju"
"762","Netral","barubaru malaysia ungkap hasil teliti efektivitas vaksin sinovac pfizer astrazeneca"
"917","Netral","pesea dosis lebih terima dosis sinovaccoronavac pasti bawa kau vaksin"
"644","Netral","kapolsek kanit bimas kanit intel bhabinkamtibmas polsek srandakan bintara trecer polsek srandakan monitoring"
"984","Negatif","siapsiap umrah jangan lupa vaksin jangan sinovac arab produk cina arab saudi long"
"752","Negatif","bahhh berai vaksin sinovac berlaku takut pas tolak edar kabar vaksin sinovac tidak"
"222","Netral","warga kabupaten bandung ayo vaksin ikut vaksinasi massal selenggara pemerintah kabupaten bandung l"
"1125","Negatif","sih ribet vaksin sih selaen vaksin covid dibombardis vaksin bcg kali kali campak"
"1392","Netral","beda vaksin sinovac astrazeneca"
"310","Netral","vaksin nder sinovac as kalausinovac jarak kalauastrazeneca jarak"
"1120","Netral","ltinfo vaksin dinkes kota tegalgt sinopharm moderna dosis sinovac dosis"
"481","Netral","efek dirasain vaksin klau moderna sinovac sih"
"831","Netral","tim riset indonesia adakan teliti sampel manusia vaksin vaksi"
"1238","Positif","tu janji budak sekolah nak vaksin dghisham cakap remaja"
"646","Positif","indonesia terima datang vaksin covid juta dosis vaksin sinovac"
"782","Negatif","asline ki ultramen bar vaksin sinovac kuat ilang"
"988","Positif","dosis vaksin sinovac laksana vaksin covid pmi kabupaten sragen"
"1261","Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac lif"
"1344","Positif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar persaha"
"865","Negatif","mbak demam lemes nyuruh nyuruh aku capek gilir vaksin dapet sinovac alhamduli"
"330","Negatif","tidak vaksin ama astrazeneca sinovac trauma banget abis vaksin astrazeneca rada nyiksa"
"98","Netral","cak ayo vaksin sinovac dosis ndek gressmall ikut vaksin ama sinovac ta a"
"76","Netral","jadwal vaksin covid tangerang selatan jenis sinovac dosis"
"883","Netral","sinovac taon sesuk vaksin neh"
"1021","Netral","nitip kalauada informasi vaksin dosis sinovac kitar sukamulya tidak domisi"
"932","Netral","laksana gerai vaksinasi presisi tahap vaksin sinovac laksana polsek rambutan camat rambutan kota"
"612","Netral","ohhh lokasi nya belum coba deh na terkahir vaksin"
"693","Netral","tementemen informasi vaksin sinovac kalauada infoin yakk bantu temen nyariin soale"
"619","Netral","zen catat surat keteranganp dokter tidak terima vaksin sinovac astrazeneca"
"758","Positif","batuk udah bulan dalam vaksin sinovac nder tawa"
"1352","Positif","china sumbang vaksin sinovac malaysia"
"471","Netral","tidak nder ngulang vaksin kalauvaksinnya sinovac jrk vaksin k"
"435","Netral","vaksin jenis graph sibu case spike vaksin jenis sinovac didn"
"1153","Netral","ndes vaksin ama vaksin langsung auditorium unnes sekar jenis v"
"161","Negatif","sinovac bukan vaksin dosis pegal banget tang vaksin ama tidak pegal"
"337","Netral","efektif sinovac guru guru jakaa vaksin booster unt"
"2","Positif","vaksin sinovac vaksin indonesia lawan palsu vaksin"
"95","Netral","informasi vaksin malang dosis sinovac makasih komen gkb"
"587","Negatif","vaksin sinovac kepala pusing banget"
"372","Negatif","pahit manis ppv integrasi idcc shah alam beri vaksinasi"
"878","Positif","hitung sentra vaksinasi l jakaa layan beri vaksin dosis jenis"
"1479","Netral","buka daftar vaksinasi depok periode jenis vaksin sin"
"272","Netral","iya awal vaksin dpet nya sinovac menu makan pilih pi"
"851","Netral","yth segenap warga ngestiharjo saudara warga domisili ngestiharjo belum vaksinasi covid kuti"
"15","Positif","suntik vaksin sinovac sekolah alhamdulillah sehat pei hadeh orang"
"218","Negatif","mu kontaminasi kandung vaksin bahaya nyawa manusia tinggal akibat vaksin mas"
"1417","Netral","klinik udah tidak ngelayanin vaksin cari informasi vaksin pmi deket sinova"
"1270","Netral","syarat vaksin covid bogor sinovac puskesmas cangkurawok besok cek info"
"698","Positif","vaksin sinovac dosis pulang bawa sembako gratis royal plaza indonesia"
"573","Netral","vaksin covid lupa baca biofarm produks"
"314","Netral","wal bevaksin kali vaksin ama tu sinovac dasar astrazeneca kah s"
"354","Netral","informasi vaksinasi setiajaya toyota cimanggis depok periode jenis vaksin"
"1309","Netral","istri vaksin ama covid sinovac dokumentasi video youtube s"
"124","Netral","sdf rek informasi vaksin dosis sinovac area waru"
"1065","Netral","kkm lulus syarat guna vaksin coronavac keluar sinovac remaja"
"1190","Positif","pbkd sar guna sinovac kalangan remaja usia utama"
"977","Positif","putus lepas awal selia ubat negara benar lancong ajar asing"
"677","Netral","sinovac affa hotline informasi bagitau klinik vaksin teentu te"
"545","Positif","vaksin sinovac selamat kanakkanak pharmaniaga"
"530","Netral","informasi vaksin sinovac dosis catat a jangan lupa bawa syarat"
"777","Negatif","mohon maaf istri vaksin sinovac thp d gor delta sidoarjo"
"1369","Netral","halo sobat polri masyarakat sekoharjo sapa belum vaksin klinik param"
"379","Netral","ayo baca daftar negara izin wisatawan vaksin sinovac indonesia tidak"
"132","Positif","vaksin sinovac senjata utama republik indonesia penangana pandemi karantina republik indonesia in"
"964","Positif","indonesia gilir malaysia izin vaksin sinovac remaja baca lengkap"
"297","Positif","presiden jajar pemerintahan public figure nakes mostly vaksin sinovac and it helps so bilang"
"711","Netral","vaksin dosis sinovac kouta dimnaa"
"582","Netral","halo sahabat rumah sakit baptis batu jadwal pesea vaksin c sinovac tunda ayan"
"496","Netral","vaksinasi merdeka rentak pesantren rumah ibadah laksana ber"
"566","Netral","sopo sing butuh informasi vaksin dosis sinovac ndes balas dm"
"1049","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"37","Negatif","reuni duo alumni waawan senior tempo dahlan iskan vaksin sinovac mall full youtube"
"461","Netral","pakai sinovac sinovac nnti booster nder kali suntik efektinya sdgkan pfiz"
"848","Positif","jenis vaksin sinovac buka usia sintas covid"
"1410","Netral","halo depok citayem raya informasi vaksin sinovac banget citayam center lgsg cus k"
"383","Negatif","tetiba announce offline conce pastuuu intl gemar join kecuali vaksin sinovac je join k"
"6","Netral","jog informasi vaksin sinovac kalauboleh lengkap mesti bawa lokasi vaksin a"
"754","Negatif","cerita igsnya vaksin sinovac tidak diakuin france anggap belum vaksin tr"
"11","Negatif","pasca vaksin sinovac dosis bulan kontak terkonfirm"
"89","Negatif","kalauvaksin astrazeneca jeda vaksin banget ade sinovac skrng udah vaksin duluan belum"
"1033","Netral","akuu vaksin pfizerbiontech kalautidak pakai sinovac gapapa banget inti j"
"363","Positif","babinsa koramil margorejo u masgito bripka yusup catur gunawan laksana damping vaksinasi jenis"
"1167","Netral","jog informasi vaksin dosis sinovac dosis d jogja jadwal dosis nya besok"
"939","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne d"
"10","Netral","informasi vaksin sinovac luar bandung kalauada jadwal vaksin besok gas terima kasih"
"898","Negatif","selamat maaf seifikat vaksin dosis tidak app peduli lin"
"1402","Positif","solusi nya app halodoc sih daftar vaksin sinovac astrazeneca pfize"
"392","Netral","beempat panti sosial asuh anak psaa putra utama warga bina panti sosial bina remaja psbr terminal"
"214","Netral","vaksin astrazeneca sinovac"
"1273","Netral","kak maaf orang taiwan vaksin sinovac tidak"
"549","Negatif","nyesel vaksin pakai sinovac tidak ln wow"
"365","Netral","vaksinasi presisi lokasi desa batulayar barat desa lembah sari des"
"1467","Positif","vaksin dosis ama sinovac done"
"1029","Netral","informasi vaksin covid bogor sinovac dosis puskesmas purwasari kuota"
"16","Netral","vaksin sinovac mana"
"140","Netral","informasi wajib baca giat vaksinasi masyarakat berlaku warga"
"1398","Positif","moga cepat capai herd immunity"
"593","Negatif","tim riset indonesia efikasi vaksin covid sinovac turun persen beri booste"
"1062","Netral","gin gin udah vaksin jenis sinovac bawah"
"21","Positif","mas dapat sinovac kmren murid vaksin dapat pei mdern kipi nya"
"999","Netral","euy na kalauvaksin bagus sinovac pfizer"
"701","Positif","komando distrik militer slm bekerjasama dinkes kabupaten sleman ugm aparat kait stakeholder mela"
"783","Netral","daftar vaksin sinovac klinik polresta bandung silah klik link bawah"
"167","Negatif","wkwk ajg twit ngomong nyari thread vaksin akun buzzer anti vacc block ngetwit doang wow"
"1394","Negatif","efek vaksin sinovac tidak enak badan ku sakit pegal mual"
"233","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ilang"
"594","Positif","aikel kubaca sinovac kondisi emergency b"
"1084","Netral","vaksin pakai sinovac"
"558","Netral","polsek kedungwaringin pkm kedungwaringin gelar vaksinasi tahap vaksin jenis sinovac halaman mako"
"1380","Negatif","mjb kalausinovac enteng sih tang pegal vaksin astraz"
"1340","Netral","kota surabaya vaksinasi gelar lapang thor kompleks gelora pancasila target dosis va"
"241","Positif","sinovac vaksin belum"
"250","Netral","vaksin sinovac"
"843","Netral","informasi vaksin covid massal bogor puskesmas cinagara pakai pfizer sinovac"
"799","Netral","pemerintah stok vaksin covid produsen vaksin beli pemerintah terminal"
"391","Netral","butuh vaksin dosis astrazeneca sinovac langsung"
"788","Positif","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri"
"437","Positif","oalah kalah orang desa kayak alhamdulillah kali vaksin sinovac tidak efek biasa"
"1217","Netral","bgr vaksinasi grastis warga bogor daftar online langsung dosis"
"588","Positif","putus australia aku vaksin sinovac angin segar wisatawan internasional asal asia te"
"113","Netral","hello nd dose adik ubah bacc kakak ampang ada bacc khas vaksin"
"925","Positif","produk sinovac jenis vaksin covid lulus raja malaysia guna tidak"
"373","Netral","pimpin ipda edward daniel m kanit reskrim polsek kedungwaringin pkm karangsambung aparat desa"
"927","Positif","temenn asma vaksin sinovac"
"947","Negatif","ki asline iron man bar vaksin sinovac kuat ilang makane dadi rapuh kek ngeneki"
"1063","Negatif","vaksin sinovac ngantuk tidak ilang"
"864","Negatif","rasah kakean omong ki asline ultramen bar vaksin sinovac kuat ilang"
"868","Negatif","vaksin sinovac sok tas lu"
"1134","Negatif","hallo vaksin dosis sinovac vaksin ulang guna"
"1354","Positif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar pers"
"731","Positif","habis covid udah vaksin lt baik udah sinovac modern"
"870","Positif","vaksin sinovac alhamdulillah tidak sih nder pegal bagi suntik bentar tidak smpe hari hehe"
"789","Netral","ayo vaksin sd selesai aula camat guntur kabupa"
"275","Netral","hallo sahabat humas ayo vaksin sinovac dosis dosis aztrazeneca dosis moderna dosis mako"
"580","Netral","cek peduli lindung pke vaksin sinovac astrazeneca sinopharm"
"1304","Netral","sd islamic center brebes vaksinasi"
"1321","Positif","vaksin sembuh bangsa validasi sinovac who bukti vaksin aman ruji mutu"
"1405","Netral","serbu vaksin covid tni wilayah karamil pucakwangi jenis sinovac dosis puskesmas pucakwangi i"
"353","Netral","vaksin astrazeneca sinovac dosis langsung tancap gas preston yaaaa"
"768","Negatif","vaksin atuh om jack kalaugini dapet sinovac massal a"
"625","Negatif","habis vaksin sinovac ama efek ngantuk vaksin laper en gado kebab es soda gembira es goder"
"378","Netral","unit binmas pimpin panit binnas aiptu parjiati babhinkamtibmas gayamharjo prambanan sleman laksana pe"
