"","klasifikasi","x"
"900","Netral","raja china bersetuju derma tambah juta dosis tambah ribu su"
"901","Netral","jangan vc sakit hahahahahahaha ngetawain gegayaan vaksin mode"
"902","Netral","sinovac vaksin pupuk bawang alias santuy"
"903","Netral","rekomendasi izin masuk ajar internasional negara sep"
"905","Positif","lanang vaksin sinovac rak gentle banget"
"906","Netral","rapopo vaksin sinovac timbang astrazeneca honda motor opo moderna modarne"
"908","Negatif","nenek darah umur udah alhamdulilah after vaksin gapapa ko nder pakai vaksin sinovac"
"909","Negatif","rasah kakean cangkem asline ki ultraman bar vaksin sinovac dadi kuat ilang"
"911","Netral","sinovac besok vaksin hihi"
"912","Netral","sinovac vaksin sekolah"
"915","Positif","sedia pesea jenis vaksin sinovac dosis dosis lohhh buka"
"916","Positif","ayan vaksinasi covid dosis warga lurah juang laksana vaksin dosis jen"
"918","Netral","peristiwa tenaga sehat alami luka dosis vaksin sinovac rusak"
"919","Positif","giat vaksinasi keluarga its masyarakat berlaku warga negara indonesia"
"921","Positif","asam lambung aman udah kali vaksinn pakai sinovac vaksin makan"
"922","Netral","vaksin sinovac unmul syarat jadwal cp cek foto link"
"923","Negatif","rasah kokean ngece asline ki kuat bar vaksin sinovac kuat ilang"
"924","Netral","produk sinovac jenis vaksin covid lulus raja malaysia guna golong"
"926","Positif","vaksin sinovac alhamdulillah telah tidak gejala laper terussssss"
"927","Negatif","temenn asma vaksin sinovac"
"928","Netral","informasi vaksin sinovac bekas timur"
"930","Positif","laksana vaksinasi rentak tahap vaksin sinovac laksana polsek rambutan camat rambutan kota te"
"931","Negatif","yb nak request second dose sinovac kontak rapat haritu so kansel appointment c d"
"932","Positif","laksana gerai vaksinasi presisi tahap vaksin sinovac laksana polsek rambutan camat rambutan kota"
"933","Netral","sdf informasi vaksin sinovac dosis rek gawe mene"
"934","Netral","nenek hipeensi minggu vaksin minum obat ht nya atur pola ma"
"935","Netral","aduh vaksin sinovac"
"936","Netral","wuahahaahah ama vaksin moderna wkwkwkwk kirain sinovac"
"937","Negatif","rasah kakean cangkemasline iki ultramentapi bar vaksin sinovac kuat an ku ilang"
"938","Netral","babinsa koramil kms serda baiwa bakri laksana giat damping pengaw"
"939","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne d"
"940","Positif","wakil walikota banjarmasin h arifin noor tinjau program vaksinasi covid neger bjm vaksinasi h"
"942","Positif","malaysia ikut langkah indonesia persetujuan syarat beri vaksin covid"
"943","Positif","salur vaksin juang wakil fraksi paai golkar komisi vii dpr republik indonesia mukhtarudin bantu progr"
"945","Negatif","vaksin massal dosis sinovac royal plaza surabaya sedia dosis surat domisili"
"946","Positif","alhamdulillah vaksin selesai dosis sinovac dosis bener war sold antu"
"947","Negatif","ki asline iron man bar vaksin sinovac kuat ilang makane dadi rapuh kek ngeneki"
"948","Netral","asline powerrangger abang kacek e saiki rodok mlesek mergo bar vaksin sinovac"
"950","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"951","Netral","asma vaksin pakai sinovac sihh kali"
"952","Positif","vaksin astrazeneca vaksin sinovac besok titan"
"953","Netral","vaksin sinovac unmul syarat jadwal cp cek foto link"
"954","Negatif","kumpul rumah bibi eh nyombongin vaksin sinovac moderna pfizer celetuk"
"955","Positif","udah vaksin dosis sinovac sih aman inti janga"
"956","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"957","Netral","jika"
"958","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas hany"
"959","Negatif","rasah kakean cangkem asline ki ultramen bar vaksin sinovac kuat ku ilang"
"961","Negatif","vaksin sinovac asma tidak parah banget kambuh nggapapa buatt vaksinn"
"962","Netral","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilitas"
"963","Netral","bhabinkamtibmas lurah purwokinanti polsek pakualaman aipda sujiman laksana mantu"
"964","Positif","indonesia gilir malaysia izin vaksin sinovac remaja baca lengkap"
"965","Positif","even lepas tamadun china kaedah virolasi hasil vaksin kaedah dorn"
"967","Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom d"
"968","Negatif","asli pabrik vaksin kadaluarsa ijin darurat bpom data stabilita"
"970","Negatif","cuman pas suntik vaksin ama beda btwgua dosis ama sinovac astrazeneca"
"971","Positif","oooogitu yaaakirain halodoc kasih jadwal nya malam nya daftar"
"972","Netral","ibu riwayat daing coba vaksin sinovac dosis ama alh"
"973","Negatif","iki asline power ranger pinkgra vaksin sinovac kuat q ilang"
"974","Positif","haha en gituu dapetnya sinovac gapapalah vaksin astrii"
"975","Negatif","rasah kakean cangkemasline ki superman wing bar vaksin sinovac kuat ilang"
"976","Netral","sinovac vaksin"
"977","Positif","putus lepas awal selia ubat negara benar lancong ajar asing"
"978","Netral","australia buka batas traveler vaksin sinovac boleh masuk sa"
"979","Negatif","btull bapack ku takut sakit paruparu vaksin sinovac"
"980","Netral","temenku asma flek paru vaksin sinovac aman smpe badan seger"
"981","Negatif","siapsiap umrah jangan lupa vaksin jangan sinovac arab produk cina arab saudi longgar"
"982","Negatif","rasang kakean cangkemasline ki ultramentapi bar vaksin sinovac kuat ku ilang"
"983","Positif","kakakkakak ku asma kak and alhamdulillah sudahhvaksin dapat"
"984","Negatif","siapsiap umrah jangan lupa vaksin jangan sinovac arab produk cina arab saudi long"
"985","Netral","eh vaksin sinovac tahanya"
"986","Netral","vaksin sinovac"
"987","Positif","vaksin sinovac aku warga indonesia masuk australia"
"988","Positif","dosis vaksin sinovac laksana vaksin covid pmi kabupaten sragen"
"990","Netral","lha ktp ku semarang vaksin nag sidoarjo jatim yo iso ik sinovac"
"991","Negatif","salah vaksinpeama prizer sinovac lupa beneran wow yallah gabakal mokad"
"992","Netral","tolak mencret tki umroh pakai vaksin sinovac"
"993","Positif","punten na vaksin ama vaksin beda kalausemisal vaksin ama sinovac tru"
"994","Positif","semangat banget kak iya yapantes hindarin sinovac negri"
"995","Positif","therapeutic goods administration vaksin sinovac astrazeneca masuk daftar vaksin covid aku keput"
"996","Netral","therapeutic goods administration vaksin sinovac astrazeneca masuk daftar vaksin covid"
"998","Netral","beda vaksin moderna sinovac teman"
"999","Negatif","euy na kalauvaksin bagus sinovac pfizer"
"1000","Netral","wes dasare mageran tambah vaksin sinovac"
"1001","Netral","mjb ka kalauada dokter bilang gaboleh vaksin tiga wkwk dosis sinovac tidak jelas"
"1002","Positif","alhamdulillah mama vaksin random lgsg telpon mama suruh vaksin doi lgsg puskes dekat"
"1003","Netral","informasi vaksin covid bogor sinovac dosis camat ciomas sedia kuota"
"1004","Positif","jbrfess informasi vaksin laksana kodim balai desa sukorambi sasar lansi"
"1005","Negatif","informasi vaksin covid bogor sinovac dosis puskesmas ciomas rahayu masyarakat"
"1006","Positif","oalah sinovac enak banget vaksin pas suntik tidak asa efek pegal"
"1007","Positif","mas bbbrp jurnal neger bahas efektifitas vaksin trhdp varian delta bagus mod"
"1008","Negatif","sinovac tidak sakit tipe orang udah vaksin beda sih"
"1009","Netral","lur informasi vaksin dosis kah isi sinovac makasih"
"1010","Netral","kak asma udah vaksin sebenernya bandel jangan tiru hehe"
"1011","Negatif","iyaa gapaham kek nya bengkak hijau vaksin sinovac"
"1012","Netral","kalauvaksin ama sinovac vaksin pfizer tidak"
"1013","Positif","laksana vaksinasi massal dosis dosis vaksin sinovac gerai vaksin presisi polres brebes masuk"
"1014","Positif","apel aman giat vaksinasi massal gerai vaksin presisi polres brebes dosis dosis va"
"1015","Negatif","rasah kokean ngece asline ki kuat bar vaksin sinovac kuat ilang"
"1016","Netral","informasi vaksin sinovac dosis puskesmas tenjo anak usia"
"1017","Positif","mjb pacar asma slesai vaksin dosis pakai vaksin sinovac alhamdu"
"1020","Netral","informasi vaksin dosis sinovac daerah sukamulya kabupaten tangerang bestie kalaubisa tidak mandang domisili s"
"1021","Negatif","nitip kalauada informasi vaksin dosis sinovac kitar sukamulya tidak domisi"
"1022","Negatif","informasi vaksin covid massal bogor polsek caringin pakai sinovac dosis masyarakat"
"1023","Negatif","guna vaksin sinovac golong remaja umur benar ketua arah kesihatan"
"1025","Positif","vaksin sinovac gratis ampminggu vihara avalokiteswara kelbanten keckasemen kota serang"
"1026","Negatif","mjb kak ayah nya riwayat darah aman pakai sinovac after effect nya soalny"
"1027","Negatif","nampaknya vaksin astrazeneca zeneca kesan awal covid kait beku darah blood clot"
"1028","Positif","tidak salah bpom banget belum tuju guna vaksin sinov"
"1030","Positif","gelombang tiga profit taking vaksin bayar tidak gratis sinovac rb murah ban"
"1033","Netral","akuu vaksin pfizerbiontech kalautidak pakai sinovac gapapa banget inti j"
"1034","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih nusantara"
"1035","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih indonesia"
"1036","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin indonesia ruji keamanann"
"1037","Positif","vaksin kali kena c word gejala ringan untung pas pakai vaksin sinovac gampang l"
"1039","Positif","jbrfess informasi vaksin laksana kodim balai desa sukorambi sasar"
"1040","Positif","ktp ku wonosobo vaksin nng depok sinovac seifikat aman"
"1041","Netral","iyaaa sinovac kabar dapet vaksin booster kal"
"1042","Negatif","australia buka pintu lancong lengkap vaksin sinovac astrazeneca austra"
"1043","Netral","buka jangka"
"1044","Positif","pemerintah arab saudi aku guna vaksin sinovac jamaah umroh indonesia"
"1045","Positif","vaksin benar benar tidak ngaruh pakai vaksin sinovac"
"1046","Netral","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis vaksin covi"
"1047","Positif","vaksin dspetnya sinovac pupu astrazeneca"
"1048","Negatif","ku demam vaksin dosis ama kalauaku pakai sinovac tidak efek pas dosis ama"
"1049","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"1050","Negatif","iyaaa beneran tidak asa kepengen tidur banget standa ngomong ngomong pakai sinovac vaksin nya"
"1051","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih bangsa"
"1052","Negatif","nyobain astrazeneca kali astrazeneca kali pfizer vaksin sinovac kali sinovac kali moderna"
"1053","Positif","hooh mknya tidak vaksin astrazeneca pindah sinovac alhamdulillah tidak cmn pegal ditgn pas"
"1054","Positif","vaksin nusantara nobuka pabrik vaksin sinovac laku ketua tim cinta produk indonesia"
"1056","Negatif","seng vaksin e sinovac ra sok keras kyo ngene astreav"
"1058","Netral","sinovac suruh vaksin dokter nya"
"1059","Positif","jenis vaksin i tau ku vaksin sinovac sakit"
"1060","Positif","yeay terima vaksin sinovac masuk australia baca lengkap"
"1061","Netral","nihhh vaksin sinovac pribadi tidak samsek rada pegal tidak ganggu ngant"
"1063","Positif","vaksin sinovac ngantuk tidak ilang"
"1064","Positif","siswa sman sragen jalan vaksinasi covid vaksinasi laksana"
"1065","Netral","kkm lulus syarat guna vaksin coronavac keluar sinovac remaja"
"1069","Netral","sinovac aman pas moderna abis sakit tidak vaksin pas vaksin sinovac in"
"1070","Netral","waris mesti benar masuk anak suntik pasti tiada silap jenis vaksin b"
"1072","Netral","gapapa jarak vaksin at least sinovac jarak"
"1073","Netral","jenis vaksin sinovac"
"1074","Netral","adik ku ngatain lemah demam pasca vaksin vaksin tidak napa anj beda vaksin"
"1075","Netral","asli"
"1076","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin pulih nusantara"
"1077","Positif","waah mantaabb nit alhamdulillah udah vaksin ama sept sinovac dapet pfizer terminal"
"1078","Positif","pemerintah arab saudi aku guna vaksin sinovac jamaah umroh indonesia"
"1079","Positif","akuu asma ambil sinovac jujur vaksin ama vaksin dada kaya b"
"1080","Positif","sayang koleksi data bukti"
"1082","Positif","sumpah vaksin sd sakit vaksin sd vaksin demam pas vaksin"
"1083","Negatif","nyari vaksin astrazeneca zeneca susah banget nemu moderna sinovac"
"1084","Netral","vaksin pakai sinovac"
"1085","Positif","jog informasi vaksin dosis bebas tidak domisili tidak masalahin vaksin mana sinovac"
"1086","Positif","mama asma vaksin kak mending vaksin sinovac ringan moderna"
"1087","Positif","otw vaksin alhamdulillah tidak jadi ayo belum vaksin vak"
"1088","Positif","mjb tau ku kalaukita vaksin pergi ln vaksin indonesia tidak list ne"
"1090","Netral","alami reaksi pemantauan b"
"1091","Positif","vaksin pulih nusantara vaksin ruji khasiat tingkat imunitas"
"1093","Netral","vaksin sinovac"
"1094","Netral","minimal vaksin astrazeneca moderna kalauvaksinnya sinovac skip"
"1095","Netral","adekku tim sinovac abis vaksin langsung nyuci piring jemur baju tidak asa"
"1096","Netral","sinovac yah cmn kali vaksin"
"1098","Positif","h terbang medanbatam syarat vaksin kali sinovac booster moderna terima kasih"
"1099","Netral","cah informasi vaksin sinovac dosis makasih"
"1102","Netral","asl"
"1103","Netral","kalauvaksin nyo pakai astrazeneca jaraknyo kalausinovac jaraknyo"
"1104","Netral","informasi vaksin sinovac dosis dongss"
"1105","Netral","informasi vaksin sinovac mustika jaya bantu repost"
"1106","Netral","informasi vaksin sinovac mustika jaya bantu repost"
"1107","Positif","vaksin pulih nusantara validasi sinovac who bukti vaksin aman ruji mutu"
"1108","Netral","nyesel vaksin astrazeneca sinovac"
"1109","Positif","jamin halal vaksin sinovac"
"1110","Negatif","abah kali ve no simptom from day till day ayep ama je sakit badan xlarat dem"
"1113","Netral","tidak efek nya sih pusing gara lapar kaya vaksin sinovac ngomong ngomong"
"1114","Negatif","problem immigration policynya saudi kang utama jab sinovac h"
"1115","Netral","kodim sleman selesa vaksinasi dosis sasar sleman komando distrik mil"
"1116","Negatif","vaksin varian sinovac ngerasa"
"1117","Negatif","aikel popular arwah abam tinggal dunia gadis"
"1119","Netral","sinovac vaksin nama sinopec mav jangan gas newbie"
"1120","Netral","ltinfo vaksin dinkes kota tegalgt sinopharm moderna dosis sinovac dosis"
"1121","Netral","tf informasi vaksin sinovac besok ktp non tegal gais kalaudinkes"
"1122","Positif","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga indonesia"
"1123","Negatif","deket rumah gapapa nder kalaukm sinovac vaksin kalauvariannya gapapa"
"1124","Negatif","sinovac remaja benar kp kesihatan"
"1125","Positif","sih ribet vaksin sih selaen vaksin covid dibombardis vaksin bcg kali kali campak"
"1127","Positif","vaksin ve sinovac aman"
"1129","Netral","alhamdulilah vaksin sinovac kali"
"1131","Negatif","upaya pemerintah tanggulang pandemi covid distribusi vaksin sinovac titik"
"1132","Negatif","sing vaksin e sinovac ra sok keraskyo ngene loh astreav"
"1133","Netral","anak laki th ponpes ekselencia parung cuman nyata positif antigen"
"1134","Negatif","hallo vaksin dosis sinovac vaksin ulang guna"
"1136","Netral","rapopo vaksin sinovac timbang astrazeneca daihatsu opo moderna modarne"
"1137","Positif","untumg tidak vaksin info sinovac tidak maren badan tidak fit"
"1138","Netral","ayo besok vaksin du jenis vaksin sinovac pfizer informasi lengkap kontak yodi cc"
"1139","Netral","vaksin sinovac lulus remaja usia via"
"1140","Netral","personil polsek cimanggis ayan lansia suntik vaksin sinovac"
"1141","Positif","hasil vaksin sinovac"
"1142","Negatif","am china sumbang juta dosis vaksin sinovac malaysia read more"
"1144","Positif","temen asma udah vaksin sinovac aman asma baik sgr vaksin temen"
"1145","Positif","ndes vaksin ama vaksin langsung auditorium unnes sekar jenis vaksin"
"1146","Netral","kkm lulus vaksin sinovac remaja via"
"1147","Netral","kkm lulus syarat guna vaksin coronavac keluar sinovac remaja"
"1149","Positif","kuasa kawal dadah pbkd tuju kelulus syarat guna vaksin coronavac keluar sinovac l"
"1150","Netral","cah informasi vaksin d sinovac"
"1151","Netral","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis vaksin c"
"1152","Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac l"
"1153","Positif","ndes vaksin ama vaksin langsung auditorium unnes sekar jenis v"
"1155","Positif","tidak perluuuu kalauvaksin bawa ktp vaksin jenis vaksin sinovac"
"1156","Netral","pokok jarak vaksin sinovac astrazeneca"
"1157","Negatif","feeling engkuk masuk kabupaten s iki ng malang"
"1158","Netral","vaksin semarang jenis sinovac"
"1159","Positif","informasi vaksin banjarmasin informasi puskesmas kapur raya banjarmasin besok vaksin sinovac bi"
"1161","Positif","australia izin vaksin sinovac covishield syarat masuk a jalan internasional"
"1162","Netral","vaksin sinovac lulus remaja usia via"
"1165","Negatif","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac pasca"
"1166","Negatif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"1168","Netral","lokasi vaksin covid sinovac gratis solo"
"1169","Negatif","juru bicara vaksinasi covid siti nadia tarmizi tanggap isu turun efikasi vaksin sinovac p"
"1170","Netral","kkm lulus vaksin sinovac remaja"
"1171","Positif","guna vaksin keluar kalangan usia utama remaja"
"1173","Positif","yogyakaa lapas narkotika kelas iia yogyakaa gelar vaksinasi merdeka tahap giat vaksinasi covid"
"1175","Netral","kelulus vaksin sinovac golong umur lepas mesyuarat kuasa kawala"
"1178","Netral","raja lulus vaksin sinovac remaja"
"1179","Negatif","sinovac dosis ajar smk dukuhturi suntik vaksin covid"
"1180","Netral","kkm lulus guna vaksin coronavac keluar sinovac life sciences co ltd china golong usia terminal"
"1181","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang silahka"
"1182","Netral","copid tidak jrx vaksin sinovac"
"1183","Netral","vaksin pfizer sinovac bagus"
"1184","Positif","ayo hadir gerai vaksin tni polri laksana"
"1187","Netral","eitss vaksin sinovac langka"
"1188","Negatif","remaja usia benar ambil vaksin jenis sinovac lepas kelulus kkm"
"1189","Positif","insya allah aman rey abis vaksin sinovac reakainya ngantuk banget laperan banget"
"1190","Negatif","pbkd sar guna sinovac kalangan remaja usia utama"
"1191","Negatif","pbkd sar guna sinovac kalangan remaja usia"
"1192","Negatif","imunisasi covid guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga life"
"1193","Positif","walah sby kota moga dapet deh yak pas vaksin pakai pfizer"
"1195","Negatif","efikasi vaksin sinovac indonesia turun persen persen vaksin booster jenis v"
"1197","Netral","jangan lupa ambil vaksin adikadik"
"1198","Positif","mesyuarat kuasa kawal dadah kelulus syarat guna vaksin keluar sinovac remaja be"
"1199","Netral","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat kuasa k"
"1200","Positif","ayo buru vaksin belum dosis pfizer dosis vaksin"
"1201","Positif","belum vaksin dosis dosis lewat dosis sinovac astrazeneca zeneca t"
"1202","Netral","kalauchip gin vaksin sih serius na mak kalausinovac kayak tidak deh"
"1203","Negatif","informasi vaksin covid bogor sinovac dosis puskesmas nanggung"
"1204","Netral","ketua arah kesihatan tan sri noor hisham abdullah perkara dipersetujui mesyuarat"
"1205","Netral","sik vaksin sinovac rasah kancani"
"1206","Negatif","menteri kesihatan malaysia kkm lulus guna coronavac keluar sinovac life science"
"1207","Positif","u budiw babinsa koramil kemiri damping suntik vaksin sinovac tenaga sehat"
"1208","Negatif","vaksin dosis done dosis sinovac dosis covid alami dosis moderna iship im comingggg"
"1209","Negatif","update vaksin covid bogor sinovac dosis puskesmas nanggung anak usia"
"1211","Positif","teman teman tugas wawancara kriteria belum vaksin sinovac"
"1212","Netral","guna vaksin coronavac keluar sinovac life sciences co ltd china pharmaniaga lifesciences sdn bhd ma"
"1213","Positif","ayo hadir gerai vaksin tni polri laksana"
"1216","Positif","bgr vaksinasi grastis warga bogor daftar online langsung dosis khu"
"1219","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan sumber"
"1222","Positif","iya benar emang efek vaksin sinovac laper"
"1223","Netral","kkm lulus guna vaksin keluar sinovac remaja berita hari"
"1224","Netral","mb docni rame d paksa vaksingmn mb doc bsok jdwal vaksi data sruh ngisi"
"1225","Positif","pfizer vaksin utama program pick remaja vaksin sinovac ditawarkan re"
"1226","Netral","informasi vaksin sinovac pfizer bogor puskesmas ciseeng dosis kuota"
"1228","Positif","menteri kesihatan malaysia kkm bersetuju kelulus syarat guna vaksin coronavac k"
"1229","Positif","kkm bersetuju kelulus syarat guna vaksin coronavac keluar sinovac life sciences co lt"
"1230","Netral","ayo vaksin moderna dosis astrazeneca dosis sinovac dosis biddokkes polda kepri kepri"
"1231","Netral","kali doo nk t cgu mksud lancau curious pon vaksin sinovac senng skit nk score nnti"
"1232","Netral","vaksin keluar sinovac lulus remaja"
"1233","Netral","kkm lulus vaksin sinovac remaja"
"1234","Negatif","sinovac udah langsung belum seifikat vaksin nya"
"1235","Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac life scie"
"1236","Negatif","vaksin moderna takut after effectsnya sinovac kali"
"1237","Positif","lulus vaksin remaja"
"1238","Positif","tu janji budak sekolah nak vaksin dghisham cakap remaja"
"1239","Positif","informasi jadwal lokasi vaksin sinovac garut gratis"
"1240","Netral","informasi vaksin sinovac pfizer bogor puskesmas sukajaya masyarakat"
"1241","Netral","kkm lulus guna vaksin keluar sinovac remaja"
"1244","Negatif","guna vaksin sinovac golong remaja umur benar kp kesihatan"
"1245","Netral","australia buka perbatasanpenerbangan internasional vaksin sinovac masuk oz kabar"
"1247","Negatif","guna vaksin sinovac golong remaja umur benar"
"1248","Netral","awal vaksin covid personil satlantas polres ngada laksana aman awal vial vaksin"
"1249","Positif","guna vaksin keluar kalangan usia utama kepa"
"1250","Positif","st dose astrazeneca then aefi amik nd dose sinovacso abis cerita vaksin sbb mysejahtera sah"
"1251","Positif","kmpanye hrus vaksin unjung pngadaan untung lgsitu tim riset marketingnya sinovac"
"1252","Positif","kkm sar guna vaksin keluar sinovac remaja utama remaja"
"1253","Netral","jenis vaksin sinovac sinopharm"
"1254","Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"1255","Negatif","guna vaksin sinovac golong remaja umur benar"
"1256","Positif","vaksin besuk bebas non domisili sinovac"
"1257","Positif","arab saudi tidak terima suntik vaksin sinovac"
"1259","Negatif","guna vaksin sinovac golong remaja umur benar"
"1260","Positif","vaksin kelulus syarat lepas guna cominay keluar pfizerbiontech"
"1261","Positif","kini bersetuju kelulus syarat guna vaksin keluar sinovac lif"
"1262","Positif","buka kak syarat pei vaksin"
"1263","Negatif","temen ku vaksin nya beda loh bukan sinovac malas jelasin nya ah"
"1264","Netral","whatttt orang taiwan china gamau sinovacpiye iki makasih ka"
"1266","Netral","w sinovac vaksin beda bedaa"
"1268","Netral","vaksin sinovac"
"1269","Netral","aing vaksin ci nya sinovac"
"1271","Positif","butuh booster a suntik vaksin coba kelinci kitakita"
"1272","Positif","ayo hadir gerai vaksin tni polri laksana w"
"1275","Netral","vaksin sinovac kurang lampau butuh booster kah malaysia mel"
"1276","Positif","vaksinasi psi kota depok solidaritas vaksin psi kota depok vaksin sinovac dosis syarat warga in"
"1277","Negatif","update vaksin covid bogor sinovac puskesmas cangkurawok kuota"
"1278","Netral","sinovac yakkum bareng lansia gara otg nunggu informasi baru kalauskrg positif"
"1279","Positif","giat vaksinasi massal masyarakat brebes gerai vaksin presisi polres brebes dosis ama d"
"1280","Negatif","informasi vaksin covid bogor puskesmas caringin pakai sinovac pfizer kuota"
"1282","Positif","kapolres brebes akbp faisal febrianto sik monitoring laksana giat vaksinasi mass"
"1283","Negatif","rumah sakit akademik ugm buka tenda vaksin gedung utara kuota vaksin sinovac dosis"
"1284","Netral","uaf teman mana vaksin sinovac"
"1285","Negatif","titik lokasi laksana vaksin covid bogor puskesmas pasar rebo pakai sinovac pfizer"
"1286","Positif","jog informasi vaksin sinovac dosis udah vaksin dosis jogja gaes makasih banget"
"1287","Negatif","update informasi vaksin covid bogor puskesmas leuwisadeng pakai sinovac"
"1288","Netral","vaksin seling gaboleh kayak dosis sinovac dosis astrazeneca zeneca"
"1290","Positif","validasi sinovac who bukti vaksin aman ruji mutu vaksin sembuh bangsa"
"1291","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang sil"
"1292","Positif","usia kena covid alhamdulillah pulih"
"1293","Negatif","anw vaksin ama pegal lebam cuy sinovac"
"1294","Positif","sing vaksin e moderna dipadakne gendaanmu sing vaksin e gur sinovac yo tidak mlipir no sayang xixi"
"1295","Positif","sayang skli tidak join babeh aldo behsdh tanyakah bhw jk vaksin"
"1296","Netral","kalauseifnya vaksin sinovac coba ngechat engkoh bantu nder"
"1297","Positif","vaksin dapat sih sinovac efek tidak ngerasai apa kek o"
"1298","Netral","vaksin sinovac suntik warga pakai astrazaneca"
"1299","Positif","tapi booster merk vaksin pakai kali"
"1300","Negatif","bingungin kalauvaksin sinovac china buat virus covid dimatikanberai"
"1301","Netral","kanggo kancakanca brebes l sekitare laksana"
"1302","Positif","ajar smp kabupaten pasuruan terima suntik vaksin sinovac"
"1303","Positif","akibat amuk wargaterjadi rusak posko gerai vaksin vial vaksin dosis vial va"
"1304","Netral","sd islamic center brebes vaksinasi"
"1306","Negatif","suami tmn vaksin sinovac lengkap kena covid tinggal"
"1307","Netral","nder vaksin sinovac saranin jangan pergi tubuhm"
"1308","Netral","wkwkwkwkkw manifest nuker vaksin sinovac sianjing"
"1309","Negatif","istri vaksin ama covid sinovac dokumentasi video youtube s"
"1310","Negatif","kalauaku kmren dosis sinovac pegal ayo rada pusing abs vaksin langsung tidak"
"1311","Netral","orang pfizer sinovac efek tidak oknum bilang habis vaksin sakit"
"1312","Positif","kalaubelom vaksin pilih vaksin pilih pfizer tau effectivity r"
"1313","Netral","jarak vaksin sinovac ama sih"
"1314","Positif","mnku sinovacpfizer vaksin sih"
"1315","Negatif","efek moderna kalausinovac vaksin moderna syarat pergi neger sinovac"
"1317","Negatif","kena covid mas komorbid jantung stroke alhamdulilah baikb"
"1318","Netral","koramil tng mngdkan vaksinasi dosis jenis sinovac hlm lurah cimone jaya rangka"
"1319","Netral","wkwkw udahh vaksin sinovac suruh moderna nunggu kesiap hati"
"1320","Negatif","yahhh ku sinovac vaksin sinovac pergi ln vaksin bukan sinovac"
"1326","Netral","lur fess informasi vaksin sinovac dosis solo"
"1327","Negatif","malaysia bekerjasama syarikat bangun vaksin covid cansino sinovac bangun vaks"
"1328","Negatif","vaksin sinovac sok keras astrazeneca bos senggol"
"1329","Negatif","kena covid mas komorbid jantung stroke alhamdulila"
"1331","Netral","informasi vaksin sinovac dosis dongg umsfess"
"1332","Netral","informasi vaksin dosis sinovac bekas"
"1333","Positif","surat edar hki kemenkes vaksinasi dosis tiga nakes gu"
"1334","Negatif","vaksin sinovac lantas positif covid vaksin sinovac"
"1335","Positif","informasi vaksin sinovac dosis kabupaten tangerang vaksin presisi gor bonang udah tidak huhu"
"1336","Negatif","who belanda khusus aku vaksin sinovac seifikat dapat warga indonesia"
"1337","Netral","hubung banyak seifikat orang indonesia cantum merk dagang vaksin sinovac coronava"
"1338","Positif","vaksin pfizer astrazeneca wilayah mustika jaya sini puskesmas mustika jaya sedia vaks"
"1340","Negatif","kota surabaya vaksinasi gelar lapang thor kompleks gelora pancasila target dosis va"
"1341","Netral","program tni al wakil komando lintas laut militer kolinlamil sedia vaksin sinovac"
"1342","Netral","daftar vaksin sinovac klinik polresta bandung jlbhayangkara soreang"
"1343","Netral","vaksin dosis ama sinovac biofarma seifikat diprint"
"1344","Negatif","china sumbang juta dosis vaksin covid coronavac sinovac tambah malaysia dasar persaha"
"1345","Positif","beempat puskesmas batang kabupaten pati laksana serbu vaksinasi dosis vaksin sinovac k"
"1346","Positif","mjb tidak jadwal vaksin dosis sinovac bina sehat emng tidak tru"
"1347","Positif","gantung vaksin nya apaa sih kalausinovac iya wkwkw ngantuk laper"
"1348","Negatif","pfizer doang dipake indonesia sinovac astrazeneca beahannya"
